invoice_id,account_id,bill_date,vendor,amount_inr,needs_review,consumption_flag,missing_due_date_flag,consumption_missing_flag,consumption_spike_flag,consumption_anomaly_flag,amount_inr_anomaly_flag
TNE-0000055,ACC-00176,2025-04-04,tn_electricity,3677.36,False,False,,,,False,False
TNE-0000056,ACC-02187,2025-08-30,tn_electricity,2177.46,False,False,,,,False,False
TNE-0000057,ACC-00618,2024-09-05,tn_electricity,3139.68,False,False,,,,False,False
TNE-0000058,ACC-02974,2024-07-08,tn_electricity,4851.32,False,False,,,,False,False
TNE-0000059,ACC-02733,2025-09-25,tn_electricity,2641.6,False,False,,,,False,False
TNE-0000060,ACC-03691,2024-04-05,tn_electricity,2934.32,False,False,,,,False,False
TNE-0000061,ACC-02980,2025-10-26,tn_electricity,5467.99,False,False,,,,False,False
TNE-0000062,ACC-01467,2024-12-15,tn_electricity,3488.95,False,False,,,,False,False
TNE-0000063,ACC-03871,2025-06-10,tn_electricity,2643.16,False,False,,,,False,False
TNE-0000064,ACC-01644,2024-09-28,tn_electricity,1827.19,False,False,,,,False,False
TNE-0000065,ACC-01304,2025-06-02,tn_electricity,4145.66,False,False,,,,False,False
TNE-0000066,ACC-03623,2025-11-06,tn_electricity,3135.03,False,False,,,,False,False
TNE-0000067,ACC-01482,2024-12-26,tn_electricity,3804.68,False,False,,,,False,False
TNE-0000068,ACC-00306,2024-06-03,tn_electricity,2474.98,False,False,,,,False,False
TNE-0000069,ACC-01879,2024-02-26,tn_electricity,3880.58,False,False,,,,False,False
TNE-0000070,ACC-03183,2025-11-06,tn_electricity,5605.89,False,False,,,,False,False
TNE-0000071,ACC-00758,2025-12-30,tn_electricity,4154.21,False,False,,,,False,False
TNE-0000072,ACC-01852,2025-04-20,tn_electricity,2454.04,False,False,,,,False,False
TNE-0000073,ACC-00520,2024-01-12,tn_electricity,3911.17,False,False,,,,False,False
TNE-0000074,ACC-02746,2025-10-07,tn_electricity,4417.49,False,False,,,,False,False
TNE-0000075,ACC-01903,2024-12-27,tn_electricity,2221.5,False,False,,,,False,False
TNE-0000076,ACC-01321,2024-06-19,tn_electricity,5689.54,False,False,,,,False,False
TNE-0000077,ACC-00908,2024-09-25,tn_electricity,3198.33,False,False,,,,False,False
TNE-0000078,ACC-02258,2025-11-18,tn_electricity,3774.37,False,False,,,,False,False
TNE-0000079,ACC-02680,2025-07-20,tn_electricity,3310.79,False,False,,,,False,False
TNE-0000080,ACC-03762,2025-03-11,tn_electricity,3626.26,False,False,,,,False,False
TNE-0000081,ACC-01749,2025-06-21,tn_electricity,2628.28,False,False,,,,False,False
TNE-0000082,ACC-00643,2025-09-10,tn_electricity,4761.02,False,False,,,,False,False
TNE-0000083,ACC-03331,2025-04-03,tn_electricity,5687.2,False,False,,,,False,False
TNE-0000084,ACC-02520,2024-08-17,tn_electricity,5957.99,False,False,,,,False,False
TNE-0000085,ACC-02802,2024-02-24,tn_electricity,1692.96,False,False,,,,False,False
TNE-0000086,ACC-00389,2024-03-30,tn_electricity,4352.1,False,False,,,,False,False
TNE-0000087,ACC-01250,2024-06-21,tn_electricity,4576.87,False,False,,,,False,False
TNE-0000088,ACC-03072,2025-07-15,tn_electricity,2871.49,False,False,,,,False,False
TNE-0000089,ACC-03330,2024-03-09,tn_electricity,4215.18,False,False,,,,False,False
TNE-0000090,ACC-01741,2024-04-02,tn_electricity,2329.15,False,False,,,,False,False
TNE-0000091,ACC-03220,2025-12-15,tn_electricity,4229.48,False,False,,,,False,False
TNE-0000092,ACC-03367,2024-10-19,tn_electricity,2301.07,True,True,,,,True,False
TNE-0000093,ACC-01550,2024-04-03,tn_electricity,3422.76,False,False,,,,False,False
TNE-0000094,ACC-03593,2025-09-28,tn_electricity,3812.9,False,False,,,,False,False
TNE-0000095,ACC-01154,2025-12-07,tn_electricity,2472.51,False,False,,,,False,False
TNE-0000096,ACC-00959,2025-01-03,tn_electricity,4450.5,False,False,,,,False,False
TNE-0000097,ACC-02730,2024-03-23,tn_electricity,1720.95,False,False,,,,False,False
TNE-0000098,ACC-02548,2025-04-03,tn_electricity,3369.72,False,False,,,,False,False
TNE-0000099,ACC-00560,2025-09-21,tn_electricity,1951.09,False,False,,,,False,False
TNE-0000100,ACC-03331,2025-12-05,tn_electricity,2796.95,False,False,,,,False,False
TNE-0000101,ACC-00800,2025-02-23,tn_electricity,2946.18,False,False,,,,False,False
TNE-0000102,ACC-03220,2025-11-20,tn_electricity,3128.71,False,False,,,,False,False
TNE-0000103,ACC-00030,2025-08-30,tn_electricity,5290.04,False,False,,,,False,False
TNE-0000104,ACC-03188,2024-04-27,tn_electricity,2056.91,False,False,,,,False,False
TNE-0000105,ACC-03148,2025-04-07,tn_electricity,2057.86,False,False,,,,False,False
TNE-0000106,ACC-03122,2025-04-30,tn_electricity,2608.67,False,False,,,,False,False
TNE-0000107,ACC-02660,2025-07-15,tn_electricity,3625.35,False,False,,,,False,False
TNE-0000108,ACC-01887,2025-01-22,tn_electricity,3388.92,False,False,,,,False,False
TNE-0000109,ACC-02821,2025-06-17,tn_electricity,4236.91,False,False,,,,False,False
TNE-0000110,ACC-01109,2025-03-02,tn_electricity,1405.44,False,False,,,,False,False
TNE-0000111,ACC-03123,2024-07-08,tn_electricity,4953.54,False,False,,,,False,False
TNE-0000112,ACC-02223,2024-12-19,tn_electricity,3225.91,False,False,,,,False,False
TNE-0000113,ACC-01836,2025-11-13,tn_electricity,3545.1,False,False,,,,False,False
TNE-0000114,ACC-02023,2025-09-07,tn_electricity,3984.46,False,False,,,,False,False
TNE-0000115,ACC-02275,2025-04-14,tn_electricity,1698.37,False,False,,,,False,False
TNE-0000116,ACC-00150,2024-08-22,tn_electricity,2902.22,False,False,,,,False,False
TNE-0000117,ACC-00560,2024-05-27,tn_electricity,3806.94,False,False,,,,False,False
TNE-0000118,ACC-00982,2024-07-27,tn_electricity,3759.26,False,False,,,,False,False
TNE-0000119,ACC-00459,2024-08-11,tn_electricity,3529.05,False,False,,,,False,False
TNE-0000120,ACC-01759,2025-12-03,tn_electricity,4027.99,False,False,,,,False,False
TNE-0000121,ACC-02674,2025-01-24,tn_electricity,4108.74,False,False,,,,False,False
TNE-0000122,ACC-02618,2024-10-12,tn_electricity,3825.01,False,False,,,,False,False
TNE-0000123,ACC-01885,2025-10-05,tn_electricity,3904.8,False,False,,,,False,False
TNE-0000124,ACC-03421,2024-09-26,tn_electricity,3068.75,False,False,,,,False,False
TNE-0000125,ACC-02261,2025-08-04,tn_electricity,2662.19,False,False,,,,False,False
TNE-0000126,ACC-00317,2025-04-13,tn_electricity,3625.65,False,False,,,,False,False
TNE-0000127,ACC-03060,2024-08-08,tn_electricity,1413.76,False,False,,,,False,False
TNE-0000128,ACC-02299,2025-12-02,tn_electricity,3625.69,False,False,,,,False,False
TNE-0000129,ACC-02539,2025-05-17,tn_electricity,3518.85,False,False,,,,False,False
TNE-0000130,ACC-02262,2025-12-23,tn_electricity,3158.12,False,False,,,,False,False
TNE-0000131,ACC-02215,2024-01-02,tn_electricity,4506.57,False,False,,,,False,False
TNE-0000132,ACC-00363,2024-07-23,tn_electricity,3763.09,False,False,,,,False,False
TNE-0000133,ACC-02237,2024-08-30,tn_electricity,4944.77,False,False,,,,False,False
TNE-0000134,ACC-03180,2025-05-07,tn_electricity,4822.43,False,False,,,,False,False
TNE-0000135,ACC-01216,2025-09-04,tn_electricity,3662.73,False,False,,,,False,False
TNE-0000136,ACC-02412,2024-03-29,tn_electricity,2621.77,False,False,,,,False,False
TNE-0000137,ACC-00124,2024-04-20,tn_electricity,4183.15,False,False,,,,False,False
TNE-0000138,ACC-01390,2025-05-07,tn_electricity,2981.41,False,False,,,,False,False
TNE-0000139,ACC-01747,2024-09-14,tn_electricity,2939.95,False,False,,,,False,False
TNE-0000140,ACC-03931,2025-05-25,tn_electricity,3236.06,False,False,,,,False,False
TNE-0000141,ACC-00859,2024-01-01,tn_electricity,5224.25,False,False,,,,False,False
TNE-0000142,ACC-01107,2025-01-17,tn_electricity,3855.74,False,False,,,,False,False
TNE-0000143,ACC-01635,2024-01-17,tn_electricity,4088.8,False,False,,,,False,False
TNE-0000144,ACC-03971,2025-11-25,tn_electricity,3625.05,False,False,,,,False,False
TNE-0000145,ACC-03414,2024-04-16,tn_electricity,3996.32,False,False,,,,False,False
TNE-0000146,ACC-00139,2024-05-09,tn_electricity,4244.75,False,False,,,,False,False
TNE-0000147,ACC-00936,2024-03-15,tn_electricity,2597.52,False,False,,,,False,False
TNE-0000148,ACC-03287,2024-06-09,tn_electricity,3722.22,False,False,,,,False,False
TNE-0000149,ACC-00234,2024-12-23,tn_electricity,3708.62,False,False,,,,False,False
TNE-0000150,ACC-03423,2025-03-26,tn_electricity,3640.7,False,False,,,,False,False
TNE-0000151,ACC-01126,2025-10-19,tn_electricity,3456.79,False,False,,,,False,False
TNE-0000152,ACC-03671,2025-10-02,tn_electricity,3227.0,False,False,,,,False,False
TNE-0000153,ACC-01175,2024-03-02,tn_electricity,3192.94,False,False,,,,False,False
TNE-0000154,ACC-01738,2024-11-08,tn_electricity,3179.13,False,False,,,,False,False
TNE-0000155,ACC-02648,2025-09-26,tn_electricity,4407.94,False,False,,,,False,False
TNE-0000156,ACC-00506,2024-04-30,tn_electricity,5440.17,False,False,,,,False,False
TNE-0000157,ACC-02229,2025-05-02,tn_electricity,3767.46,False,False,,,,False,False
TNE-0000158,ACC-02021,2024-11-07,tn_electricity,3118.48,False,False,,,,False,False
TNE-0000159,ACC-03136,2024-05-03,tn_electricity,1910.82,False,False,,,,False,False
TNE-0000160,ACC-03985,2024-02-15,tn_electricity,6632.82,True,False,,,,False,True
TNE-0000161,ACC-02658,2024-07-30,tn_electricity,3252.6,False,False,,,,False,False
TNE-0000162,ACC-01637,2024-01-01,tn_electricity,2763.29,False,False,,,,False,False
TNE-0000163,ACC-01626,2024-05-21,tn_electricity,4669.19,False,False,,,,False,False
TNE-0000164,ACC-01672,2025-02-04,tn_electricity,2269.45,False,False,,,,False,False
TNE-0000165,ACC-03257,2025-07-30,tn_electricity,4144.83,False,False,,,,False,False
TNE-0000166,ACC-01285,2025-01-03,tn_electricity,3589.5,False,False,,,,False,False
TNE-0000167,ACC-00668,2025-06-13,tn_electricity,2879.0,False,False,,,,False,False
TNE-0000168,ACC-01338,2024-02-24,tn_electricity,3716.07,False,False,,,,False,False
TNE-0000169,ACC-00091,2024-08-10,tn_electricity,2395.8,False,False,,,,False,False
TNE-0000170,ACC-00425,2025-04-25,tn_electricity,2859.13,False,False,,,,False,False
TNE-0000171,ACC-00361,2024-02-09,tn_electricity,4269.67,False,False,,,,False,False
TNE-0000172,ACC-03087,2025-03-02,tn_electricity,3876.83,False,False,,,,False,False
TNE-0000173,ACC-02890,2024-05-03,tn_electricity,6280.17,False,False,,,,False,False
TNE-0000174,ACC-02788,2024-11-02,tn_electricity,4227.28,False,False,,,,False,False
TNE-0000175,ACC-01848,2025-04-04,tn_electricity,2647.38,False,False,,,,False,False
TNE-0000176,ACC-02869,2025-12-21,tn_electricity,2793.23,False,False,,,,False,False
TNE-0000177,ACC-00646,2024-03-06,tn_electricity,1498.88,False,False,,,,False,False
TNE-0000178,ACC-03603,2025-02-05,tn_electricity,4113.1,False,False,,,,False,False
TNE-0000179,ACC-02005,2025-01-26,tn_electricity,5565.44,False,False,,,,False,False
TNE-0000180,ACC-03753,2024-02-16,tn_electricity,3946.23,False,False,,,,False,False
TNE-0000181,ACC-00610,2025-03-23,tn_electricity,2562.98,False,False,,,,False,False
TNE-0000182,ACC-01990,2024-02-25,tn_electricity,2361.92,False,False,,,,False,False
TNE-0000183,ACC-02786,2025-05-17,tn_electricity,4517.18,False,False,,,,False,False
TNE-0000184,ACC-01983,2024-05-31,tn_electricity,3010.8,False,False,,,,False,False
TNE-0000185,ACC-01785,2024-04-01,tn_electricity,2947.12,False,False,,,,False,False
TNE-0000186,ACC-00665,2024-02-22,tn_electricity,2476.42,False,False,,,,False,False
TNE-0000187,ACC-01525,2024-12-01,tn_electricity,5987.7,False,False,,,,False,False
TNE-0000188,ACC-00956,2024-06-21,tn_electricity,3036.11,False,False,,,,False,False
TNE-0000189,ACC-01207,2024-12-04,tn_electricity,4442.38,False,False,,,,False,False
TNE-0000190,ACC-02735,2025-10-15,tn_electricity,4019.25,False,False,,,,False,False
TNE-0000191,ACC-02522,2025-09-01,tn_electricity,2301.34,False,False,,,,False,False
TNE-0000192,ACC-02429,2025-07-01,tn_electricity,3106.76,False,False,,,,False,False
TNE-0000193,ACC-01448,2024-12-08,tn_electricity,2500.34,False,False,,,,False,False
TNE-0000194,ACC-03839,2024-03-22,tn_electricity,4085.56,False,False,,,,False,False
TNE-0000195,ACC-00351,2024-10-23,tn_electricity,3117.4,False,False,,,,False,False
TNE-0000196,ACC-01371,2024-01-16,tn_electricity,4158.05,False,False,,,,False,False
TNE-0000197,ACC-00473,2024-03-31,tn_electricity,3289.69,False,False,,,,False,False
TNE-0000198,ACC-01356,2024-08-08,tn_electricity,2261.2,False,False,,,,False,False
TNE-0000199,ACC-03848,2025-05-21,tn_electricity,4923.88,False,False,,,,False,False
TNE-0000200,ACC-01466,2025-07-29,tn_electricity,2886.58,False,False,,,,False,False
TNE-0000201,ACC-03635,2025-03-28,tn_electricity,1903.52,False,False,,,,False,False
TNE-0000202,ACC-01981,2024-07-07,tn_electricity,3977.3,False,False,,,,False,False
TNE-0000203,ACC-02799,2025-06-07,tn_electricity,2760.16,False,False,,,,False,False
TNE-0000204,ACC-01830,2025-12-28,tn_electricity,4290.53,False,False,,,,False,False
TNE-0000205,ACC-01064,2025-04-24,tn_electricity,4792.17,False,False,,,,False,False
TNE-0000206,ACC-03057,2025-07-09,tn_electricity,3764.99,False,False,,,,False,False
TNE-0000207,ACC-03877,2025-09-30,tn_electricity,4954.27,False,False,,,,False,False
TNE-0000208,ACC-01055,2025-06-06,tn_electricity,2212.53,False,False,,,,False,False
TNE-0000209,ACC-03116,2025-10-02,tn_electricity,4097.36,False,False,,,,False,False
TNE-0000210,ACC-01045,2024-08-04,tn_electricity,2887.74,False,False,,,,False,False
TNE-0000211,ACC-02868,2024-08-12,tn_electricity,2185.79,False,False,,,,False,False
TNE-0000212,ACC-03157,2024-05-07,tn_electricity,1106.8,False,False,,,,False,False
TNE-0000213,ACC-01798,2024-05-13,tn_electricity,3014.83,False,False,,,,False,False
TNE-0000214,ACC-02948,2025-02-07,tn_electricity,2763.48,False,False,,,,False,False
TNE-0000215,ACC-01089,2025-11-07,tn_electricity,2391.81,False,False,,,,False,False
TNE-0000216,ACC-00318,2024-06-10,tn_electricity,3911.16,False,False,,,,False,False
TNE-0000217,ACC-00386,2025-06-04,tn_electricity,4969.18,False,False,,,,False,False
TNE-0000218,ACC-01789,2024-02-26,tn_electricity,2546.41,False,False,,,,False,False
TNE-0000219,ACC-03611,2025-12-09,tn_electricity,3213.45,False,False,,,,False,False
TNE-0000220,ACC-00511,2025-01-18,tn_electricity,3452.1,False,False,,,,False,False
TNE-0000221,ACC-01824,2024-12-28,tn_electricity,2211.57,False,False,,,,False,False
TNE-0000222,ACC-02817,2024-09-19,tn_electricity,2821.57,False,False,,,,False,False
TNE-0000223,ACC-00810,2025-12-03,tn_electricity,5538.92,False,False,,,,False,False
TNE-0000224,ACC-02887,2024-11-02,tn_electricity,3861.09,False,False,,,,False,False
TNE-0000225,ACC-01224,2024-03-30,tn_electricity,3195.38,False,False,,,,False,False
TNE-0000226,ACC-03235,2025-02-15,tn_electricity,3181.12,False,False,,,,False,False
TNE-0000227,ACC-02317,2025-03-06,tn_electricity,3705.79,False,False,,,,False,False
TNE-0000228,ACC-02188,2025-06-28,tn_electricity,2614.08,False,False,,,,False,False
TNE-0000229,ACC-00708,2024-12-28,tn_electricity,5486.88,False,False,,,,False,False
TNE-0000230,ACC-01853,2024-07-23,tn_electricity,3659.28,False,False,,,,False,False
TNE-0000231,ACC-03427,2024-01-02,tn_electricity,3831.94,False,False,,,,False,False
TNE-0000232,ACC-00079,2025-12-21,tn_electricity,3832.81,False,False,,,,False,False
TNE-0000233,ACC-03035,2024-05-20,tn_electricity,4916.21,False,False,,,,False,False
TNE-0000234,ACC-01972,2024-09-13,tn_electricity,3708.53,False,False,,,,False,False
TNE-0000235,ACC-02878,2024-04-22,tn_electricity,2769.38,False,False,,,,False,False
TNE-0000236,ACC-02654,2024-06-20,tn_electricity,3857.89,False,False,,,,False,False
TNE-0000237,ACC-01729,2024-02-14,tn_electricity,4599.46,False,False,,,,False,False
TNE-0000238,ACC-01235,2024-09-05,tn_electricity,5232.93,False,False,,,,False,False
TNE-0000239,ACC-02510,2025-11-23,tn_electricity,4253.65,False,False,,,,False,False
TNE-0000240,ACC-00561,2024-06-12,tn_electricity,4374.17,False,False,,,,False,False
TNE-0000241,ACC-02337,2025-12-05,tn_electricity,4496.13,False,False,,,,False,False
TNE-0000242,ACC-00379,2025-04-07,tn_electricity,1037.37,False,False,,,,False,False
TNE-0000243,ACC-02600,2025-10-12,tn_electricity,4122.28,False,False,,,,False,False
TNE-0000244,ACC-02515,2025-03-28,tn_electricity,3460.62,False,False,,,,False,False
TNE-0000245,ACC-00338,2025-12-22,tn_electricity,3632.91,False,False,,,,False,False
TNE-0000246,ACC-03030,2025-02-06,tn_electricity,3744.37,False,False,,,,False,False
TNE-0000247,ACC-01664,2025-08-29,tn_electricity,4333.66,False,False,,,,False,False
TNE-0000248,ACC-03148,2024-01-28,tn_electricity,2364.55,False,False,,,,False,False
TNE-0000249,ACC-00167,2025-11-11,tn_electricity,2680.4,False,False,,,,False,False
TNE-0000250,ACC-00718,2024-01-14,tn_electricity,2862.87,False,False,,,,False,False
TNE-0000251,ACC-01976,2024-05-24,tn_electricity,3224.89,False,False,,,,False,False
TNE-0000252,ACC-00753,2025-06-23,tn_electricity,2464.47,False,False,,,,False,False
TNE-0000253,ACC-01320,2024-07-06,tn_electricity,5856.8,False,False,,,,False,False
TNE-0000254,ACC-02643,2024-01-31,tn_electricity,4042.23,False,False,,,,False,False
TNE-0000255,ACC-00579,2025-09-21,tn_electricity,2338.02,False,False,,,,False,False
TNE-0000256,ACC-02711,2025-01-09,tn_electricity,2982.28,False,False,,,,False,False
TNE-0000257,ACC-00414,2024-12-16,tn_electricity,2892.22,False,False,,,,False,False
TNE-0000258,ACC-00701,2024-08-18,tn_electricity,3201.43,False,False,,,,False,False
TNE-0000259,ACC-02351,2025-06-07,tn_electricity,2526.56,False,False,,,,False,False
TNE-0000260,ACC-03174,2024-08-17,tn_electricity,1830.59,False,False,,,,False,False
TNE-0000261,ACC-00683,2025-02-14,tn_electricity,2532.03,False,False,,,,False,False
TNE-0000262,ACC-01200,2024-04-05,tn_electricity,5621.89,False,False,,,,False,False
TNE-0000263,ACC-03701,2024-08-11,tn_electricity,2005.88,False,False,,,,False,False
TNE-0000264,ACC-03959,2024-01-21,tn_electricity,4566.03,False,False,,,,False,False
TNE-0000265,ACC-02325,2024-07-26,tn_electricity,3816.86,False,False,,,,False,False
TNE-0000266,ACC-01789,2024-10-05,tn_electricity,3043.44,False,False,,,,False,False
TNE-0000267,ACC-01388,2025-06-30,tn_electricity,3537.07,False,False,,,,False,False
TNE-0000268,ACC-02450,2025-08-23,tn_electricity,4237.27,False,False,,,,False,False
TNE-0000269,ACC-02364,2025-01-23,tn_electricity,1451.32,False,False,,,,False,False
TNE-0000270,ACC-01180,2025-11-06,tn_electricity,3344.16,False,False,,,,False,False
TNE-0000271,ACC-00092,2024-09-19,tn_electricity,3093.97,False,False,,,,False,False
TNE-0000272,ACC-00606,2024-12-26,tn_electricity,4812.65,False,False,,,,False,False
TNE-0000273,ACC-03835,2025-03-26,tn_electricity,3118.74,False,False,,,,False,False
TNE-0000274,ACC-01673,2024-05-09,tn_electricity,2887.96,False,False,,,,False,False
TNE-0000275,ACC-01930,2024-11-02,tn_electricity,2550.44,False,False,,,,False,False
TNE-0000276,ACC-01869,2025-10-18,tn_electricity,3450.72,True,True,,,,True,False
TNE-0000277,ACC-03131,2024-12-12,tn_electricity,2317.27,True,True,,,,True,False
TNE-0000278,ACC-00260,2025-11-10,tn_electricity,5037.26,False,False,,,,False,False
TNE-0000279,ACC-00331,2025-05-09,tn_electricity,2840.73,False,False,,,,False,False
TNE-0000280,ACC-01104,2024-05-04,tn_electricity,2183.13,False,False,,,,False,False
TNE-0000281,ACC-01947,2024-11-30,tn_electricity,5361.6,True,True,,,,True,False
TNE-0000282,ACC-02685,2024-09-24,tn_electricity,1976.71,False,False,,,,False,False
TNE-0000283,ACC-01963,2025-11-24,tn_electricity,4359.4,False,False,,,,False,False
TNE-0000284,ACC-01765,2024-09-02,tn_electricity,2269.99,False,False,,,,False,False
TNE-0000285,ACC-03752,2024-12-20,tn_electricity,4123.86,False,False,,,,False,False
TNE-0000286,ACC-00645,2025-05-18,tn_electricity,3838.65,False,False,,,,False,False
TNE-0000287,ACC-02287,2025-12-03,tn_electricity,3409.44,False,False,,,,False,False
TNE-0000288,ACC-02169,2025-02-02,tn_electricity,2377.92,False,False,,,,False,False
TNE-0000289,ACC-01894,2025-09-10,tn_electricity,2082.11,False,False,,,,False,False
TNE-0000290,ACC-03231,2024-03-26,tn_electricity,3569.05,False,False,,,,False,False
TNE-0000291,ACC-01068,2025-10-12,tn_electricity,5117.01,False,False,,,,False,False
TNE-0000292,ACC-03816,2024-05-31,tn_electricity,4839.2,False,False,,,,False,False
TNE-0000293,ACC-01327,2025-07-11,tn_electricity,4162.74,False,False,,,,False,False
TNE-0000294,ACC-02181,2025-01-24,tn_electricity,2103.33,False,False,,,,False,False
TNE-0000295,ACC-02083,2025-03-17,tn_electricity,3879.47,False,False,,,,False,False
TNE-0000296,ACC-03400,2024-03-08,tn_electricity,4308.85,False,False,,,,False,False
TNE-0000297,ACC-01756,2025-01-23,tn_electricity,3425.66,False,False,,,,False,False
TNE-0000298,ACC-01139,2024-03-04,tn_electricity,3270.6,False,False,,,,False,False
TNE-0000299,ACC-00087,2025-02-06,tn_electricity,3960.95,False,False,,,,False,False
TNE-0000300,ACC-01455,2024-10-23,tn_electricity,2525.32,False,False,,,,False,False
TNE-0000301,ACC-03306,2024-05-27,tn_electricity,3813.15,False,False,,,,False,False
TNE-0000302,ACC-00040,2024-12-24,tn_electricity,3598.45,False,False,,,,False,False
TNE-0000303,ACC-03585,2024-06-05,tn_electricity,2773.35,False,False,,,,False,False
TNE-0000304,ACC-02172,2024-03-01,tn_electricity,2861.77,False,False,,,,False,False
TNE-0000305,ACC-00561,2024-01-25,tn_electricity,5242.19,False,False,,,,False,False
